# Summary stats for batch processing of regression models
# timestamp: 2021-05-09 23:08:52
# NJG
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"lengths.csv",0.0101694025534972,0.0279882619168362,0.00493783386810215
2,"SimData_1.csv",0.00915488609931445,0.0288119942079944,0.00488685184915249
3,"SimData_10.csv",-0.00235659041653891,0.558270902370236,0.000351252335673807
4,"SimData_100.csv",-0.0051786166339407,0.193511930219329,0.00173163612784058
5,"SimData_11.csv",0.00275298803793201,0.515849649103095,0.000432692819220569
6,"SimData_12.csv",0.00191138702785084,0.634332927555064,0.000231885601416696
7,"SimData_13.csv",0.000804651087810859,0.844521884559253,3.9425385630178e-05
8,"SimData_14.csv",0.00699710171755822,0.089723430557979,0.00294729119766304
9,"SimData_15.csv",0.00179457523740427,0.677598265641862,0.00017716728561088
10,"SimData_16.csv",0.0026208620502343,0.547515500985011,0.00037080448913277
11,"SimData_17.csv",-0.000237863322831593,0.953305312774767,3.51498107226167e-06
12,"SimData_18.csv",0.00856254991007419,0.0346017058282857,0.00456639632141838
13,"SimData_19.csv",0.00548136038654993,0.16413753251271,0.00198233518009547
14,"SimData_2.csv",-0.000804826838377931,0.836387324607013,4.37193311969032e-05
15,"SimData_20.csv",-0.00182510574117149,0.65999876284929,0.000198365837072696
16,"SimData_21.csv",-0.000779376720735537,0.847863895384668,3.77280064595421e-05
17,"SimData_22.csv",-0.00646772857506892,0.122967734121736,0.00243588801269421
18,"SimData_23.csv",0.0113129103190174,0.00631807005127091,0.00761541445761117
19,"SimData_24.csv",-0.00510981879705356,0.220366028436378,0.00153852387159921
20,"SimData_25.csv",0.00717416468353802,0.0796964272942155,0.00314326163117352
21,"SimData_26.csv",0.00419811183940108,0.316164121179628,0.00102945312346404
22,"SimData_27.csv",0.00613616661241085,0.168601648273422,0.00194104810535651
23,"SimData_28.csv",0.00202374680939076,0.615924686830964,0.000257923757422343
24,"SimData_29.csv",-0.000893430863516476,0.829289683995314,4.76552605805582e-05
25,"SimData_3.csv",-0.00322015287847144,0.431827630794772,0.000633221117283758
26,"SimData_30.csv",-0.0017056913613614,0.694119835891432,0.000158533331252798
27,"SimData_31.csv",6.11359825271567e-05,0.988120537482435,2.27257472602582e-07
28,"SimData_32.csv",-0.00508802847299132,0.20965323819988,0.0016120451215095
29,"SimData_33.csv",-0.000863410240774774,0.831368647267339,4.64840353323212e-05
30,"SimData_34.csv",0.00332177722821019,0.423922100781955,0.000655260967452263
31,"SimData_35.csv",0.00759038747922348,0.076453629633873,0.00321238176220371
32,"SimData_36.csv",-0.00363513848018046,0.376792707652793,0.000800437952218455
33,"SimData_37.csv",0.00439353885470456,0.253008459160418,0.00133853408456516
34,"SimData_38.csv",0.000167851000426864,0.966859255882479,1.76956507838553e-06
35,"SimData_39.csv",-0.00756676101080889,0.048690127145773,0.00397567757388887
36,"SimData_4.csv",-1.7392074507061e-05,0.996688549582919,1.76575949117991e-08
37,"SimData_40.csv",-0.00378493611823801,0.374332060121032,0.000808727817932258
38,"SimData_41.csv",0.00225407782160367,0.59487942953448,0.000289848616842427
39,"SimData_42.csv",0.0046254152090267,0.246651871686343,0.00137493137858429
40,"SimData_43.csv",0.00341026770721915,0.429272714047227,0.00064027699143457
41,"SimData_44.csv",0.00213316544743773,0.590331592406081,0.000297061639899989
42,"SimData_45.csv",0.00672553477779212,0.11853422563865,0.00249466052164166
43,"SimData_46.csv",-0.000845044055679137,0.843458669718267,3.99735156002389e-05
44,"SimData_47.csv",-0.00129018705113885,0.760202126097191,9.54915041529953e-05
45,"SimData_48.csv",-0.00153012170241516,0.702859370186344,0.000149157876595999
46,"SimData_49.csv",0.00411486268558792,0.311097907318812,0.00105122434617678
47,"SimData_5.csv",-0.00619129821763797,0.131136337387863,0.00233351119202063
48,"SimData_50.csv",-0.00845006380969022,0.0380181288878603,0.00440259120438905
49,"SimData_51.csv",0.00434623907044675,0.297441776403509,0.00111227540338707
50,"SimData_52.csv",-0.000318596865415393,0.936820797866115,6.44093059900837e-06
51,"SimData_53.csv",-0.000407938297407036,0.917947946803836,1.08793857906355e-05
52,"SimData_54.csv",-0.00269853287952092,0.517919610371704,0.000428441318310433
53,"SimData_55.csv",-0.000875101118405687,0.827734062879276,4.85416284230595e-05
54,"SimData_56.csv",-0.00105135134834255,0.797183326926901,6.770243290801e-05
55,"SimData_57.csv",0.00197944537375872,0.615450360390705,0.000258617538858101
56,"SimData_58.csv",-0.00625321293047647,0.131404741484122,0.00233026859289878
57,"SimData_59.csv",0.00681730565571464,0.113264798404983,0.00256775478403456
58,"SimData_6.csv",0.00290075733827631,0.481383491626378,0.000508048609329922
59,"SimData_60.csv",0.000871742863763996,0.841772835617058,4.0850693460136e-05
60,"SimData_61.csv",-0.00382924381240103,0.348786400047742,0.000899510546829793
61,"SimData_62.csv",-0.000150201130934829,0.970634719109671,1.38917424290976e-06
62,"SimData_63.csv",-0.00239447573167824,0.563083732038493,0.000342732552158944
63,"SimData_64.csv",0.0019161688482127,0.635894056222657,0.000229755621867647
64,"SimData_65.csv",0.00173061779368184,0.666464951827594,0.000190412445324743
65,"SimData_66.csv",0.00629365758159921,0.12280762781159,0.0024379693812155
66,"SimData_67.csv",0.000755879004631272,0.858868764131764,3.24115145308075e-05
67,"SimData_68.csv",0.00472060727773174,0.246936844479279,0.00137327517413308
68,"SimData_69.csv",0.00247579886831072,0.535315580235679,0.000393865114100567
69,"SimData_7.csv",-0.000174689232152705,0.965868103002992,1.87705947697045e-06
70,"SimData_70.csv",-0.00242750998599251,0.563639668709426,0.000341757410561354
71,"SimData_71.csv",0.00492835950300318,0.213660260690791,0.00158403352732626
72,"SimData_72.csv",0.00046094253892384,0.909719913914633,1.31805448096588e-05
73,"SimData_73.csv",0.00557387355825671,0.188761678837781,0.00176906983881457
74,"SimData_74.csv",-0.00365387462543299,0.406241121688091,0.000706848272982746
75,"SimData_75.csv",0.00451178575208323,0.255355340767319,0.00132537857560373
76,"SimData_76.csv",-0.00458831558553556,0.274142180459339,0.00122518658396674
77,"SimData_77.csv",-0.00140593873731722,0.730961019660653,0.000121193113882554
78,"SimData_78.csv",-0.00336720386428343,0.421877672799365,0.000661061400495973
79,"SimData_79.csv",-0.000901804070310816,0.825482152871557,4.98398938112566e-05
80,"SimData_8.csv",0.00264359027544769,0.540199286041499,0.000384519060176361
81,"SimData_80.csv",-0.00376550222125849,0.377673519081512,0.000797488972448899
82,"SimData_81.csv",0.00263346370491519,0.5460016761666,0.000373614332043668
83,"SimData_82.csv",-0.00278324438250912,0.476956147368937,0.000518384214037027
84,"SimData_83.csv",-0.00631358224772643,0.123803601045754,0.00242507034463218
85,"SimData_84.csv",-0.00154378340520742,0.716131909168226,0.000135540898415078
86,"SimData_85.csv",-0.00275865619585725,0.476841922372328,0.000518652943591717
87,"SimData_86.csv",-0.00336995385557013,0.443392277651367,0.000602061184525253
88,"SimData_87.csv",0.00207928635384945,0.617090718403867,0.000256223193735191
89,"SimData_88.csv",-0.00446965904421784,0.306321091143514,0.00107217877723062
90,"SimData_89.csv",-0.00550066319990678,0.160285148441222,0.00201900816132788
91,"SimData_9.csv",0.00733968709364569,0.0688344842504022,0.00338799047356527
92,"SimData_90.csv",0.00137806894273396,0.75042703946693,0.000103708139766312
93,"SimData_91.csv",-0.000426262359384691,0.918176307254475,1.08186999955967e-05
94,"SimData_92.csv",0.00191693067445222,0.638983502317753,0.000225575802818981
95,"SimData_93.csv",0.00155984716457695,0.699928360332119,0.000152265574800479
96,"SimData_94.csv",0.00188405469110915,0.64561235632241,0.000216764583069832
97,"SimData_95.csv",7.81478227158052e-05,0.984389697251526,3.92437527411556e-07
98,"SimData_96.csv",-0.000295619355628403,0.93979199562756,5.84824162039906e-06
99,"SimData_97.csv",-0.00701078907347897,0.0918989505708681,0.00290790173419874
100,"SimData_98.csv",-0.00369340164814206,0.354803420789563,0.00087732167092016
101,"SimData_99.csv",0.00629892837488,0.117761774284437,0.00250514878029579
