"ID","length"
1,8.67043063147491
2,36.8546114645279
3,68.4037709510696
4,75.8258323882735
5,85.4899485945911
6,53.8844433638218
7,142.549341672292
8,47.5171996922031
9,65.3730609386588
10,69.3558986937959
11,152.759138494797
12,39.5191278257366
13,29.0570062757932
14,54.5926109644727
15,98.8850630095924
16,150.891536146888
17,48.737676100754
18,36.8536447935052
19,160.451953804567
20,28.842660911336
21,85.6613338329529
22,43.1225094265064
23,51.9197361748215
24,63.4792146672915
25,81.9226435222605
26,138.886224866116
27,63.9309448565743
28,43.7537633992582
29,23.1488595223728
30,31.7806282688316
31,37.1758777358707
32,24.3632128496981
33,50.2103276046508
34,153.032471706161
35,78.6774071675639
36,45.0682721022073
37,27.3358692728517
38,66.3252271456919
39,87.0915648067163
40,66.7593153153051
41,47.048284843168
42,93.785097645475
43,32.7088624472459
44,81.9068306114608
45,85.6939148317623
46,37.8659724955261
47,137.446188828305
48,115.092753208565
49,26.4978580607307
50,77.5082192257736
51,76.8643388969016
52,42.8721831052021
53,23.744149861717
54,125.606727239467
55,57.0940257477579
56,20.3666369847312
57,60.8026304162143
58,34.0444278977654
59,47.7922185904929
60,85.7200131170889
61,9.67394112975431
62,35.9483645305959
63,55.6037817692889
64,49.9009545837663
65,27.581780013802
66,36.9151161738227
67,114.091184643422
68,87.6239277009822
69,73.2661107431229
70,27.1036580896802
71,60.366113364725
72,77.4974327880239
73,53.3334140114078
74,173.182784762703
75,26.0273559327638
76,37.6048311997141
77,114.064117391354
78,15.1664380115546
79,99.7840739691236
80,62.2856583798234
81,46.6158354441638
82,113.665005210362
83,57.340888001999
84,49.193673291061
85,56.6628301084933
86,56.3012124656845
87,33.0515323081238
88,123.250735900761
89,89.0577593098966
90,11.6031226875515
91,51.6624610119973
92,47.5879621769443
93,36.8303630249547
94,31.750320109814
95,68.9041292248566
96,64.7927056058611
97,68.9142915110851
98,75.1473141517583
99,125.069550121707
100,92.3991717312762
101,57.26679859764
102,53.5268554239358
103,17.589913626772
104,82.7545280025818
105,2.9677356132173
106,78.2369857155058
107,48.7824915243984
108,26.9339789102491
109,59.4321687691276
110,47.1652854155071
111,151.251945283543
112,56.3177553227782
113,16.9869971000819
114,46.3027081195293
115,33.4604305287363
116,45.7175801209154
117,42.2453968185533
118,72.3584977709129
119,51.6705399658203
120,125.723421574098
121,20.4087387003837
122,110.643639758313
123,55.2083521579612
124,105.879626582536
125,55.3829461276477
126,113.278117372155
127,16.2684281758155
128,69.3053178663997
129,55.5996579266598
130,47.4161550386656
131,14.2371246795112
132,49.4785339218439
133,100.660192045489
134,84.2323742318392
135,157.36123060791
136,60.2717861345374
137,106.615328249904
138,52.0134239707669
139,30.6174398004096
140,53.5669632489894
141,64.0238329443581
142,21.1375016944167
143,28.1120006783189
144,81.9868262032474
145,39.7650714811677
146,64.0993167412722
147,101.434271207744
148,75.5114739047825
149,4.50920280554815
150,19.7401749595009
151,100.768323045484
152,85.2895121713733
153,35.5263481616115
154,69.3763950925288
155,67.0182917908522
156,66.8128775886896
157,52.1893992085441
158,125.893725311791
159,19.447860565637
160,24.7238094379758
161,45.4678015828825
162,25.4328393253986
163,71.9448438086997
164,8.44120690212706
165,111.848115810969
166,86.7502265524848
167,81.7108439839127
168,43.1578089007178
169,42.4151363061433
170,152.973176171268
171,59.5469087365741
172,50.761325093468
173,29.1728171605966
174,102.176205085166
175,68.5817912020766
176,105.256919303729
177,68.6539297019132
178,57.6506025845573
179,71.7665802619825
180,117.983021210534
181,62.0359275976556
182,133.04865329187
183,83.6854846354122
184,69.0489865365146
185,137.974196825596
186,45.6228946363381
187,121.499254431693
188,60.8109542876687
189,116.624252628461
190,117.471328196966
191,96.6844750611051
192,38.9532856820829
193,75.0535951543944
194,33.1370187377193
195,12.4159476054005
196,54.010824419305
197,71.384089568388
198,22.1570152217262
199,52.7541335572014
200,63.7977248059142
201,21.9922227924311
202,16.6477887513777
203,59.7176156259785
204,83.4765268997962
205,19.3432900870089
206,21.7062192678908
207,61.9758451105665
208,43.3588435921204
209,18.3448510725742
210,11.8413865873915
211,102.088663950107
212,37.5329781404605
213,31.7530858204616
214,32.4211549766455
215,122.286074608974
216,65.4473778356749
217,35.1735082688637
218,107.362155679005
219,111.614290902567
220,30.185194099315
221,41.7197462694305
222,53.6777148695547
223,112.325608097931
224,18.8338852052133
225,53.2737311634399
226,18.5622643220319
227,152.769421550913
228,67.4620625864791
229,28.3657745391663
230,59.0008856496474
231,79.1195013760959
232,30.2808693102648
233,57.7218363043788
234,68.8755749539753
235,38.4119988910991
236,72.8883694763125
237,35.0270034817668
238,11.9219329640211
239,70.2127214305318
240,88.5436412744467
241,63.0089644115912
242,75.0907638025654
243,58.4351160716656
244,47.8332668812779
245,35.8317517380598
246,101.028227633934
247,183.026281276081
248,61.9909670306587
249,33.5880789560939
250,104.324799065847
251,14.7096849224416
252,61.345860365367
253,33.8586655143261
254,28.2677316192127
255,29.8720209245535
256,27.7463353543389
257,11.2453011504521
258,67.8291891257387
259,71.1394166955437
260,103.343583828878
261,11.9085605587201
262,44.4256346593266
263,15.3628512126157
264,23.1427266810298
265,39.1524986794175
266,45.4472467973038
267,58.2222295341751
268,23.1299600219451
269,73.2535015505175
270,78.7210864084423
271,35.9017656129959
272,7.03485112578447
273,147.446286787059
274,50.2472155197675
275,54.9849392832006
276,98.1239110849266
277,42.9042702344253
