"ID","length"
1,112.200811074089
2,37.6589543181995
3,53.5513143657199
4,50.684263790268
5,44.8244490189284
6,95.2614318081845
7,114.164627649585
8,22.9014973191231
9,73.0627257604019
10,67.9344628153962
11,68.9736210436035
12,70.6683589194949
13,20.9992268717471
14,32.9625843591618
15,80.1623362325275
16,67.8254226573246
17,70.6690049761141
18,68.4440441637084
19,70.8714588991596
20,80.1079613792305
21,141.322965303086
22,92.8859277225592
23,78.9376446272571
24,16.1415049339721
25,75.5810744988231
26,88.6474915564043
27,83.829395759154
28,95.837062910624
29,23.588325157368
30,39.3104006966014
31,21.8955413421864
32,78.5092711636098
33,50.4211046942235
34,43.4047462713548
35,38.7363982211138
36,34.3404888151429
37,112.740131064774
38,62.1901932681823
39,45.1851348612926
40,44.6575505008817
41,30.7860027576259
42,58.1698253193574
43,142.734874704312
44,129.00434662534
45,37.4106925828095
46,35.3848045961383
47,46.5076797187159
48,40.9952167326293
49,48.8233837475698
50,124.208063851428
51,20.1591744398686
52,41.4817013280161
53,58.2753749298795
54,13.1105174888258
55,45.6656517390067
56,25.0317787514203
57,118.0859975483
58,38.1785730308957
59,67.2880113123263
60,71.0975315419076
61,27.5908080925912
62,157.968416964486
63,62.706894697984
64,6.62465596595042
65,22.3202016152614
66,76.6993708629145
67,45.1066168843115
68,63.8617912186655
69,28.4132691634964
70,60.1002993238651
71,26.0742400251751
72,90.2276551378557
73,62.8878113498883
74,49.5023872081784
75,111.281173508769
76,100.581550767857
77,93.4406868026452
78,32.0338387013689
79,66.0697793447493
80,47.2076372547495
81,22.9492312891823
82,108.361917272787
83,12.7311577712886
84,44.6007573072454
85,30.6328986711926
86,65.6394913822787
87,39.4912039744472
88,70.6120442741802
89,28.9349283021524
90,46.2168464125101
91,48.7979369311329
92,101.640859801886
93,27.9359169700405
94,43.1657470040595
95,124.780254336348
96,18.082984477882
97,46.7090417260803
98,67.7027214144783
99,67.6085211356183
100,44.4139532526659
101,76.3103572582826
102,96.3786832408705
103,78.8180307487021
104,21.7316486806198
105,26.6400474895781
106,18.0969039707531
107,40.9545477384227
108,26.6035414522891
109,56.3390804782704
110,56.7372253869329
111,87.2418454014007
112,35.2239421052235
113,43.6673358056885
114,45.3377508731556
115,64.5903094763786
116,38.0564258488121
117,15.859868366157
118,83.8166539070912
119,53.7877029095104
120,136.47014638979
121,53.5557052536787
122,28.4876898359024
123,62.4495703632731
124,88.0066871910077
125,23.0767385351563
126,69.0688772018204
127,57.5076413962343
128,26.2279187378623
129,88.154474896357
130,61.7155799469163
131,61.5114120811273
132,17.9891997690421
133,35.3982745230165
134,37.0692032843765
135,46.8601373966117
136,8.49250853418607
137,99.7843518900834
138,106.627925088109
139,75.1107982156549
140,70.5143593678296
141,34.6803532785459
142,107.230830213384
143,17.4596379573465
144,42.1353709350799
145,44.3814269511586
146,114.145061318995
147,25.365778458311
148,96.169180516824
149,75.1056317235521
150,47.1436701795824
151,41.6996477150958
152,113.195176913047
153,105.649568930477
154,49.6908933267379
155,65.2496359271001
156,31.3099013585057
157,48.0189206943984
158,46.7407555441037
159,126.732523932809
160,53.496181722484
161,25.3604266877842
162,90.4353974542764
163,114.421427098119
164,63.7412359437434
165,100.668887723226
166,38.9346056075869
167,60.9290947457358
168,83.3071414162089
169,52.4569122033662
170,43.4961808883804
171,79.3765367518947
172,25.0370330911566
173,87.128811877923
174,69.4250789194307
175,41.6471058609845
176,27.453656226788
177,62.1804956422464
178,69.8410919384139
179,67.7790272377464
180,144.061148974765
181,105.298387429776
182,65.5816607596751
